antiguedad,plan,metodo_pago,tipo_contrato,frecuencia_uso,cambios_plan,facturas_impagas,tickets_soporte,canal_adquisicion,friccion_del_servicio,engagement_score,valor_plan_num,ratio_valor_uso,riesgo_financiero,cliente_problematico,early_churn_risk,premium_mensual,churn
49,basico,transferencia_bancaria,mensual,21,0,0,10,call_center,0.45454545454545453,0.7024999999999999,4.99,0.22681818181818184,0.0,0,0,0,0
4,estandar,tarjeta_credito,mensual,15,3,3,5,call_center,0.3125,0.33,9.99,0.624375,29.97,0,1,0,1
40,basico,efectivo,mensual,20,1,3,3,call_center,0.14285714285714285,0.6066666666666667,4.99,0.23761904761904762,14.97,0,0,0,0
14,basico,tarjeta_credito,mensual,13,3,2,5,call_center,0.35714285714285715,0.32833333333333337,4.99,0.35642857142857143,9.98,0,0,0,0
45,estandar,tarjeta_debito,mensual,19,0,0,3,redes_sociales,0.15,0.6658333333333333,9.99,0.4995,0.0,0,0,0,0
14,basico,tarjeta_debito,anual,13,0,2,6,redes_sociales,0.42857142857142855,0.5083333333333333,4.99,0.35642857142857143,9.98,0,0,0,1
8,estandar,efectivo,anual,26,1,3,2,referido,0.07407407407407407,0.6066666666666667,9.99,0.37,29.97,0,0,0,0
1,basico,transferencia_bancaria,anual,15,2,3,3,call_center,0.1875,0.3825,4.99,0.311875,14.97,0,1,0,1
48,basico,transferencia_bancaria,mensual,6,3,2,5,redes_sociales,0.7142857142857143,0.32,4.99,0.7128571428571429,9.98,0,0,0,1
58,basico,tarjeta_debito,mensual,13,2,1,6,referido,0.42857142857142855,0.49833333333333335,4.99,0.35642857142857143,4.99,0,0,0,0
38,premium,tarjeta_credito,mensual,3,2,2,5,web,1.25,0.315,14.99,3.7475,29.98,0,0,1,1
37,basico,transferencia_bancaria,mensual,22,0,2,8,call_center,0.34782608695652173,0.6858333333333333,4.99,0.21695652173913044,9.98,0,0,0,0
60,estandar,tarjeta_debito,mensual,5,2,2,4,referido,0.6666666666666666,0.39666666666666667,9.99,1.665,19.98,0,0,0,0
44,premium,tarjeta_credito,mensual,25,3,1,10,referido,0.38461538461538464,0.5633333333333334,14.99,0.5765384615384616,14.99,0,0,1,0
27,estandar,transferencia_bancaria,anual,21,2,2,9,referido,0.4090909090909091,0.5275,9.99,0.4540909090909091,19.98,0,0,0,0
27,estandar,tarjeta_credito,mensual,15,0,2,6,call_center,0.375,0.5675,9.99,0.624375,19.98,0,0,0,1
51,estandar,tarjeta_debito,anual,20,0,0,5,call_center,0.23809523809523808,0.6941666666666666,9.99,0.4757142857142857,0.0,0,0,0,0
26,basico,tarjeta_debito,mensual,29,1,2,10,call_center,0.3333333333333333,0.6916666666666667,4.99,0.16633333333333333,9.98,0,0,0,0
31,basico,tarjeta_credito,anual,14,1,2,6,redes_sociales,0.4,0.5041666666666667,4.99,0.33266666666666667,9.98,0,0,0,0
47,estandar,transferencia_bancaria,mensual,7,3,2,0,redes_sociales,0.0,0.3308333333333333,9.99,1.24875,19.98,0,0,0,0
18,estandar,tarjeta_debito,anual,25,1,2,9,referido,0.34615384615384615,0.6183333333333334,9.99,0.38423076923076926,19.98,0,0,0,0
60,estandar,tarjeta_debito,mensual,17,1,1,10,call_center,0.5555555555555556,0.6166666666666667,9.99,0.555,9.99,0,0,0,1
18,estandar,tarjeta_credito,mensual,19,3,0,5,redes_sociales,0.25,0.41833333333333333,9.99,0.4995,0.0,0,0,0,0
9,premium,efectivo,mensual,27,0,1,2,web,0.07142857142857142,0.6825000000000001,14.99,0.5353571428571429,14.99,0,0,1,0
46,premium,tarjeta_debito,mensual,5,2,3,3,referido,0.5,0.3616666666666667,14.99,2.4983333333333335,44.97,0,0,1,0
9,basico,efectivo,mensual,15,3,0,1,web,0.0625,0.3425,4.99,0.311875,0.0,0,0,0,0
52,basico,tarjeta_credito,mensual,5,2,1,8,call_center,1.3333333333333333,0.37666666666666665,4.99,0.8316666666666667,4.99,1,0,0,0
12,estandar,tarjeta_credito,mensual,15,3,0,9,web,0.5625,0.35,9.99,0.624375,0.0,0,0,0,1
34,premium,tarjeta_debito,mensual,15,2,1,10,redes_sociales,0.625,0.465,14.99,0.936875,14.99,0,0,1,0
51,estandar,efectivo,anual,25,1,1,0,call_center,0.0,0.7008333333333334,9.99,0.38423076923076926,9.99,0,0,0,0
22,estandar,tarjeta_credito,mensual,14,0,2,5,call_center,0.3333333333333333,0.5416666666666666,9.99,0.666,19.98,0,0,0,0
6,estandar,tarjeta_debito,anual,25,3,0,0,redes_sociales,0.0,0.4683333333333334,9.99,0.38423076923076926,0.0,0,0,0,0
52,premium,efectivo,mensual,11,0,1,9,call_center,0.75,0.5766666666666667,14.99,1.2491666666666668,14.99,0,0,1,0
18,estandar,tarjeta_credito,mensual,0,1,2,9,call_center,9.0,0.285,9.99,9.99,19.98,1,0,0,0
43,estandar,transferencia_bancaria,mensual,15,0,1,9,call_center,0.5625,0.6074999999999999,9.99,0.624375,9.99,0,0,0,0
39,premium,efectivo,anual,8,3,2,5,call_center,0.5555555555555556,0.32416666666666666,14.99,1.6655555555555557,29.98,0,0,0,0
13,basico,transferencia_bancaria,mensual,2,3,1,3,web,1.0,0.17916666666666667,4.99,1.6633333333333333,4.99,0,0,0,1
24,estandar,tarjeta_credito,mensual,15,2,2,5,redes_sociales,0.3125,0.44,9.99,0.624375,19.98,0,0,0,0
17,estandar,transferencia_bancaria,mensual,30,3,2,7,redes_sociales,0.22580645161290322,0.5625,9.99,0.32225806451612904,19.98,0,0,0,1
34,estandar,tarjeta_debito,anual,12,0,2,6,call_center,0.46153846153846156,0.545,9.99,0.7684615384615385,19.98,0,0,0,0
32,basico,transferencia_bancaria,anual,15,1,0,0,redes_sociales,0.0,0.52,4.99,0.311875,0.0,0,0,0,0
19,estandar,efectivo,mensual,20,2,3,6,call_center,0.2857142857142857,0.49416666666666664,9.99,0.4757142857142857,29.97,0,0,0,0
56,premium,tarjeta_debito,mensual,18,0,2,1,redes_sociales,0.05263157894736842,0.6799999999999999,14.99,0.7889473684210526,29.98,0,0,1,0
37,estandar,tarjeta_credito,mensual,20,3,2,1,call_center,0.047619047619047616,0.47916666666666663,9.99,0.4757142857142857,19.98,0,0,0,1
21,estandar,tarjeta_debito,mensual,6,0,1,9,referido,1.2857142857142858,0.4325,9.99,1.4271428571428573,9.99,1,0,0,0
14,estandar,tarjeta_credito,mensual,0,3,1,1,call_center,1.0,0.155,9.99,9.99,9.99,0,0,0,0
18,estandar,efectivo,mensual,29,0,2,7,call_center,0.23333333333333334,0.7316666666666667,9.99,0.333,19.98,0,0,0,1
22,basico,transferencia_bancaria,mensual,26,2,2,6,web,0.2222222222222222,0.5816666666666667,4.99,0.18481481481481482,9.98,0,0,0,0
5,premium,efectivo,mensual,19,0,0,8,referido,0.4,0.5658333333333334,14.99,0.7495,0.0,0,0,1,0
29,basico,tarjeta_debito,mensual,15,0,3,10,call_center,0.625,0.5725,4.99,0.311875,14.97,0,0,0,0
24,estandar,tarjeta_credito,mensual,1,2,3,9,referido,4.5,0.2533333333333333,9.99,4.995,29.97,1,0,0,1
8,estandar,tarjeta_debito,mensual,14,1,0,3,web,0.2,0.44666666666666666,9.99,0.666,0.0,0,0,0,0
30,premium,tarjeta_credito,mensual,0,2,2,9,redes_sociales,9.0,0.255,14.99,14.99,29.98,1,0,1,1
37,estandar,efectivo,anual,4,3,2,5,redes_sociales,1.0,0.26583333333333337,9.99,1.998,19.98,0,0,0,0
11,estandar,efectivo,anual,16,3,0,0,referido,0.0,0.36083333333333334,9.99,0.5876470588235294,0.0,0,0,0,0
42,estandar,efectivo,mensual,0,3,3,5,web,5.0,0.22499999999999998,9.99,9.99,29.97,0,0,0,0
8,premium,tarjeta_debito,mensual,15,1,1,10,call_center,0.625,0.45999999999999996,14.99,0.936875,14.99,0,0,1,0
21,estandar,efectivo,mensual,21,3,2,1,call_center,0.045454545454545456,0.45249999999999996,9.99,0.4540909090909091,19.98,0,0,0,0
22,basico,efectivo,mensual,23,2,1,7,call_center,0.2916666666666667,0.5416666666666667,4.99,0.20791666666666667,4.99,0,0,0,1
33,premium,tarjeta_debito,anual,28,0,3,4,web,0.13793103448275862,0.7558333333333334,14.99,0.516896551724138,44.97,0,0,0,0
22,premium,tarjeta_credito,mensual,16,3,2,5,redes_sociales,0.29411764705882354,0.3883333333333333,14.99,0.881764705882353,29.98,0,0,1,1
36,estandar,tarjeta_credito,anual,2,3,3,1,web,0.3333333333333333,0.23666666666666666,9.99,3.33,29.97,0,0,0,0
22,basico,tarjeta_debito,mensual,30,1,3,10,redes_sociales,0.3225806451612903,0.6950000000000001,4.99,0.16096774193548388,14.97,0,0,0,0
11,basico,efectivo,anual,11,1,3,0,web,0.0,0.4141666666666667,4.99,0.41583333333333333,14.97,0,0,0,1
27,estandar,tarjeta_credito,mensual,2,2,0,5,call_center,1.6666666666666667,0.27416666666666667,9.99,3.33,0.0,0,0,0,0
49,premium,tarjeta_debito,mensual,9,0,2,2,web,0.2,0.5425,14.99,1.499,29.98,0,0,1,0
8,estandar,tarjeta_credito,anual,22,3,2,7,redes_sociales,0.30434782608695654,0.43333333333333335,9.99,0.43434782608695655,19.98,0,0,0,0
22,estandar,tarjeta_debito,mensual,27,2,3,8,web,0.2857142857142857,0.595,9.99,0.3567857142857143,29.97,0,0,0,0
48,estandar,tarjeta_debito,anual,14,2,1,10,redes_sociales,0.6666666666666666,0.48666666666666664,9.99,0.666,9.99,0,0,0,0
6,premium,tarjeta_debito,mensual,4,0,0,10,referido,2.0,0.3683333333333333,14.99,2.998,0.0,1,0,1,0
12,estandar,transferencia_bancaria,mensual,9,0,3,4,referido,0.4,0.44999999999999996,9.99,0.999,29.97,0,0,0,1
23,basico,tarjeta_debito,mensual,15,1,1,7,redes_sociales,0.4375,0.4975,4.99,0.311875,4.99,0,0,0,1
42,estandar,tarjeta_debito,anual,27,0,2,8,redes_sociales,0.2857142857142857,0.765,9.99,0.3567857142857143,19.98,0,0,0,0
9,estandar,tarjeta_debito,mensual,3,3,0,5,redes_sociales,1.25,0.1825,9.99,2.4975,0.0,0,0,0,0
7,estandar,transferencia_bancaria,mensual,29,3,3,5,call_center,0.16666666666666666,0.5241666666666667,9.99,0.333,29.97,0,0,0,0
48,estandar,efectivo,mensual,15,2,0,8,referido,0.5,0.5,9.99,0.624375,0.0,0,0,0,0
60,estandar,efectivo,mensual,22,1,0,2,referido,0.08695652173913043,0.6833333333333333,9.99,0.43434782608695655,0.0,0,0,0,0
22,estandar,efectivo,mensual,19,0,2,6,call_center,0.3,0.6083333333333334,9.99,0.4995,19.98,0,0,0,0
52,estandar,tarjeta_debito,anual,28,3,3,4,call_center,0.13793103448275862,0.6233333333333334,9.99,0.34448275862068967,29.97,0,0,0,0
17,basico,tarjeta_debito,anual,16,0,1,9,web,0.5294117647058824,0.5558333333333334,4.99,0.29352941176470587,4.99,0,0,0,0
46,estandar,transferencia_bancaria,mensual,30,2,2,38,referido,1.2258064516129032,0.6950000000000001,9.99,0.32225806451612904,19.98,0,0,0,0
55,estandar,tarjeta_credito,anual,18,2,1,4,referido,0.21052631578947367,0.5574999999999999,9.99,0.5257894736842106,9.99,0,0,0,0
22,basico,tarjeta_credito,mensual,20,0,2,9,call_center,0.42857142857142855,0.6216666666666666,4.99,0.23761904761904762,9.98,0,0,0,0
53,basico,tarjeta_debito,mensual,21,2,2,8,referido,0.36363636363636365,0.5925,4.99,0.22681818181818184,9.98,0,0,0,0
6,estandar,tarjeta_debito,anual,7,2,3,0,redes_sociales,0.0,0.28833333333333333,9.99,1.24875,29.97,0,0,0,0
30,estandar,efectivo,mensual,6,3,3,10,call_center,1.4285714285714286,0.275,9.99,1.4271428571428573,29.97,1,0,0,1
4,estandar,transferencia_bancaria,mensual,20,2,2,0,call_center,0.0,0.45666666666666667,9.99,0.4757142857142857,19.98,0,1,0,0
5,premium,tarjeta_credito,anual,12,3,2,5,redes_sociales,0.38461538461538464,0.29250000000000004,14.99,1.153076923076923,29.98,0,1,0,0
4,basico,transferencia_bancaria,mensual,15,3,2,4,referido,0.25,0.33,4.99,0.311875,9.98,0,1,0,1
22,premium,efectivo,mensual,14,3,0,4,redes_sociales,0.26666666666666666,0.3616666666666667,14.99,0.9993333333333333,0.0,0,0,1,1
18,estandar,efectivo,anual,2,0,1,5,redes_sociales,1.6666666666666667,0.37166666666666665,9.99,3.33,9.99,0,0,0,0
120,basico,transferencia_bancaria,mensual,6,3,0,8,redes_sociales,1.1428571428571428,0.5,4.99,0.7128571428571429,0.0,1,0,0,1
7,estandar,transferencia_bancaria,anual,25,0,2,2,call_center,0.07692307692307693,0.6508333333333334,9.99,0.38423076923076926,19.98,0,0,0,0
60,basico,tarjeta_debito,mensual,27,2,3,9,web,0.32142857142857145,0.69,4.99,0.17821428571428571,14.97,0,0,0,0
3,basico,efectivo,mensual,15,2,3,3,web,0.1875,0.3875,4.99,0.311875,14.97,0,1,0,0
30,premium,tarjeta_debito,anual,28,3,0,4,referido,0.13793103448275862,0.5683333333333334,14.99,0.516896551724138,0.0,0,0,0,0
8,estandar,tarjeta_credito,mensual,15,0,2,0,redes_sociales,0.0,0.52,9.99,0.624375,19.98,0,0,0,0
41,premium,efectivo,mensual,1,0,1,5,web,2.5,0.41583333333333333,14.99,7.495,14.99,0,0,1,1
20,basico,tarjeta_debito,mensual,8,1,2,7,web,0.7777777777777778,0.39666666666666667,4.99,0.5544444444444445,9.98,1,0,0,0
3,basico,tarjeta_debito,mensual,15,2,3,6,call_center,0.375,0.3875,4.99,0.311875,14.97,0,1,0,1
50,premium,efectivo,anual,24,3,1,10,call_center,0.4,0.5650000000000001,14.99,0.5996,14.99,0,0,0,0
28,premium,transferencia_bancaria,anual,20,1,2,9,redes_sociales,0.42857142857142855,0.5766666666666667,14.99,0.7138095238095238,29.98,0,0,0,0
48,premium,tarjeta_debito,mensual,3,2,2,9,redes_sociales,2.25,0.33999999999999997,14.99,3.7475,29.98,1,0,1,1
38,estandar,transferencia_bancaria,mensual,19,2,2,8,redes_sociales,0.4,0.5283333333333333,9.99,0.4995,19.98,0,0,0,0
35,basico,tarjeta_debito,mensual,9,3,1,5,call_center,0.5,0.3275,4.99,0.499,4.99,0,0,0,1
55,basico,efectivo,anual,21,2,2,10,redes_sociales,0.45454545454545453,0.5974999999999999,4.99,0.22681818181818184,9.98,0,0,0,0
11,estandar,efectivo,anual,10,0,0,5,call_center,0.45454545454545453,0.4608333333333333,9.99,0.9081818181818182,0.0,0,0,0,0
57,estandar,tarjeta_debito,mensual,15,3,0,2,call_center,0.125,0.4625,9.99,0.624375,0.0,0,0,0,0
120,premium,efectivo,anual,13,1,3,7,redes_sociales,0.5,0.7133333333333334,14.99,1.0707142857142857,44.97,0,0,0,0
24,estandar,tarjeta_debito,mensual,10,2,0,5,redes_sociales,0.45454545454545453,0.3733333333333333,9.99,0.9081818181818182,0.0,0,0,0,0
17,basico,tarjeta_debito,mensual,15,1,0,1,call_center,0.0625,0.4825,4.99,0.311875,0.0,0,0,0,0
17,estandar,tarjeta_credito,mensual,1,1,2,5,web,2.5,0.29583333333333334,9.99,4.995,19.98,0,0,0,1
55,premium,transferencia_bancaria,mensual,15,1,0,5,web,0.3125,0.5775,14.99,0.936875,0.0,0,0,1,0
37,basico,tarjeta_debito,anual,8,1,3,4,call_center,0.4444444444444444,0.43916666666666665,4.99,0.5544444444444445,14.97,0,0,0,0
37,basico,tarjeta_debito,mensual,24,2,2,10,call_center,0.4,0.5925,4.99,0.1996,9.98,0,0,0,0
16,estandar,efectivo,anual,4,0,2,0,web,0.0,0.3933333333333333,9.99,1.998,19.98,0,0,0,0
28,premium,transferencia_bancaria,mensual,15,1,2,6,call_center,0.375,0.51,14.99,0.936875,29.98,0,0,1,1
56,basico,tarjeta_credito,anual,6,0,0,0,referido,0.0,0.52,4.99,0.7128571428571429,0.0,0,0,0,0
33,basico,tarjeta_debito,mensual,18,2,0,4,redes_sociales,0.21052631578947367,0.5025,4.99,0.26263157894736844,0.0,0,0,0,0
45,estandar,efectivo,mensual,12,0,1,7,referido,0.5384615384615384,0.5725,9.99,0.7684615384615385,9.99,0,0,0,0
55,estandar,transferencia_bancaria,anual,3,1,0,4,call_center,1.0,0.4175,9.99,2.4975,0.0,0,0,0,0
40,basico,tarjeta_debito,mensual,5,1,3,9,referido,1.5,0.4066666666666666,4.99,0.8316666666666667,14.97,1,0,0,1
48,estandar,efectivo,mensual,17,0,0,9,referido,0.5,0.6466666666666667,9.99,0.555,0.0,0,0,0,0
21,estandar,efectivo,mensual,26,2,3,3,call_center,0.1111111111111111,0.5791666666666666,9.99,0.37,29.97,0,0,0,0
120,basico,tarjeta_debito,mensual,29,2,0,2,redes_sociales,0.06666666666666667,0.8666666666666667,4.99,0.16633333333333333,0.0,0,0,0,0
18,estandar,tarjeta_credito,anual,16,2,2,4,referido,0.23529411764705882,0.43833333333333335,9.99,0.5876470588235294,19.98,0,0,0,0
6,premium,tarjeta_credito,mensual,15,0,0,1,web,0.0625,0.515,14.99,0.936875,0.0,0,0,1,0
8,premium,efectivo,mensual,21,0,0,4,referido,0.18181818181818182,0.6,14.99,0.6813636363636364,0.0,0,0,1,0
55,basico,tarjeta_debito,mensual,13,2,2,6,call_center,0.42857142857142855,0.4908333333333333,4.99,0.35642857142857143,9.98,0,0,0,0
8,estandar,tarjeta_credito,mensual,13,0,0,0,redes_sociales,0.0,0.4933333333333333,9.99,0.7135714285714286,0.0,0,0,0,0
57,estandar,transferencia_bancaria,anual,11,3,1,7,web,0.5833333333333334,0.4091666666666667,9.99,0.8325,9.99,0,0,0,0
38,estandar,transferencia_bancaria,mensual,11,0,0,1,web,0.08333333333333333,0.5416666666666666,9.99,0.8325,0.0,0,0,0,0
23,estandar,transferencia_bancaria,mensual,3,2,0,5,call_center,1.25,0.27749999999999997,9.99,2.4975,0.0,0,0,0,0
7,estandar,tarjeta_debito,anual,15,1,2,6,call_center,0.375,0.4575,9.99,0.624375,19.98,0,0,0,0
56,estandar,tarjeta_credito,mensual,6,3,0,3,referido,0.42857142857142855,0.33999999999999997,9.99,1.4271428571428573,0.0,0,0,0,0
15,premium,tarjeta_credito,anual,27,0,2,10,redes_sociales,0.35714285714285715,0.6975,14.99,0.5353571428571429,29.98,0,0,0,0
2,basico,tarjeta_credito,anual,5,1,0,1,web,0.16666666666666666,0.31166666666666665,4.99,0.8316666666666667,0.0,0,0,0,0
35,basico,tarjeta_credito,anual,11,3,2,6,redes_sociales,0.5,0.3541666666666667,4.99,0.41583333333333333,9.98,0,0,0,0
54,basico,transferencia_bancaria,mensual,14,2,0,7,web,0.4666666666666667,0.5016666666666667,4.99,0.33266666666666667,0.0,0,0,0,0
17,premium,transferencia_bancaria,mensual,12,3,3,5,call_center,0.38461538461538464,0.3225,14.99,1.153076923076923,44.97,0,0,1,1
6,basico,transferencia_bancaria,anual,6,0,1,9,call_center,1.2857142857142858,0.395,4.99,0.7128571428571429,4.99,1,0,0,1
50,estandar,transferencia_bancaria,anual,4,0,2,2,call_center,0.4,0.47833333333333333,9.99,1.998,19.98,0,0,0,1
32,premium,tarjeta_debito,mensual,11,1,1,1,redes_sociales,0.08333333333333333,0.4666666666666667,14.99,1.2491666666666668,14.99,0,0,1,0
46,basico,tarjeta_debito,mensual,7,3,2,5,call_center,0.625,0.32833333333333337,4.99,0.62375,9.98,0,0,0,1
41,estandar,tarjeta_debito,mensual,21,0,1,1,referido,0.045454545454545456,0.6824999999999999,9.99,0.4540909090909091,9.99,0,0,0,0
8,basico,transferencia_bancaria,mensual,12,0,1,5,web,0.38461538461538464,0.48,4.99,0.38384615384615384,4.99,0,0,0,0
25,estandar,tarjeta_debito,mensual,10,1,3,0,redes_sociales,0.0,0.4358333333333333,9.99,0.9081818181818182,29.97,0,0,0,0
54,basico,tarjeta_credito,mensual,16,2,1,1,referido,0.058823529411764705,0.5283333333333333,4.99,0.29352941176470587,4.99,0,0,0,1
35,basico,transferencia_bancaria,mensual,2,0,3,1,redes_sociales,0.3333333333333333,0.4141666666666667,4.99,1.6633333333333333,14.97,0,0,0,1
29,estandar,transferencia_bancaria,mensual,13,1,1,3,redes_sociales,0.21428571428571427,0.48583333333333334,9.99,0.7135714285714286,9.99,0,0,0,1
8,estandar,transferencia_bancaria,anual,11,2,2,6,redes_sociales,0.5,0.3466666666666667,9.99,0.8325,19.98,0,0,0,0
20,basico,efectivo,anual,15,2,1,5,redes_sociales,0.3125,0.43,4.99,0.311875,4.99,0,0,0,0
7,estandar,tarjeta_debito,mensual,1,3,2,3,call_center,1.5,0.15083333333333332,9.99,4.995,19.98,0,0,0,0
3,basico,tarjeta_debito,mensual,24,1,1,8,web,0.32,0.5675000000000001,4.99,0.1996,4.99,0,1,0,0
60,estandar,efectivo,mensual,24,2,2,7,call_center,0.28,0.6500000000000001,9.99,0.3996,19.98,0,0,0,0
15,basico,tarjeta_debito,anual,24,0,1,2,call_center,0.08,0.6575,4.99,0.1996,4.99,0,0,0,0
60,estandar,efectivo,mensual,3,1,1,8,web,2.0,0.43,9.99,2.4975,9.99,1,0,0,1
14,basico,tarjeta_debito,mensual,14,3,3,2,call_center,0.13333333333333333,0.3416666666666667,4.99,0.33266666666666667,14.97,0,0,0,1
0,basico,efectivo,anual,15,1,3,1,redes_sociales,0.0625,0.44,4.99,0.311875,14.97,0,1,0,0
59,basico,efectivo,mensual,25,2,1,5,redes_sociales,0.19230769230769232,0.6608333333333334,4.99,0.19192307692307692,4.99,0,0,0,1
28,basico,tarjeta_credito,mensual,3,3,1,7,call_center,1.75,0.22999999999999998,4.99,1.2475,4.99,1,0,0,1
40,estandar,tarjeta_credito,mensual,19,1,3,9,call_center,0.45,0.5933333333333333,9.99,0.4995,29.97,0,0,0,1
9,estandar,tarjeta_debito,anual,10,3,3,8,web,0.7272727272727273,0.2758333333333333,9.99,0.9081818181818182,29.97,0,0,0,0
24,basico,transferencia_bancaria,mensual,22,2,1,1,call_center,0.043478260869565216,0.5333333333333333,4.99,0.21695652173913044,4.99,0,0,0,0
16,basico,transferencia_bancaria,mensual,5,1,1,3,call_center,0.5,0.3466666666666667,4.99,0.8316666666666667,4.99,0,0,0,1
57,basico,tarjeta_debito,mensual,19,1,1,1,web,0.05,0.6358333333333334,4.99,0.2495,4.99,0,0,0,0
38,basico,efectivo,anual,22,1,2,4,call_center,0.17391304347826086,0.6283333333333333,4.99,0.21695652173913044,9.98,0,0,0,0
45,basico,tarjeta_credito,mensual,14,3,2,10,call_center,0.6666666666666666,0.4191666666666667,4.99,0.33266666666666667,9.98,0,0,0,0
6,estandar,tarjeta_credito,mensual,25,1,2,1,redes_sociales,0.038461538461538464,0.5883333333333334,9.99,0.38423076923076926,19.98,0,0,0,0
47,estandar,tarjeta_credito,mensual,3,1,3,5,redes_sociales,1.25,0.39749999999999996,9.99,2.4975,29.97,0,0,0,1
34,basico,tarjeta_debito,mensual,26,2,0,3,call_center,0.1111111111111111,0.6116666666666666,4.99,0.18481481481481482,0.0,0,0,0,0
57,basico,efectivo,mensual,1,3,1,6,web,3.0,0.2758333333333333,4.99,2.495,4.99,1,0,0,1
58,premium,transferencia_bancaria,mensual,6,2,0,9,web,1.2857142857142858,0.405,14.99,2.1414285714285715,0.0,1,0,1,0
16,basico,tarjeta_debito,mensual,26,3,2,9,web,0.3333333333333333,0.5066666666666666,4.99,0.18481481481481482,9.98,0,0,0,0
42,estandar,tarjeta_credito,mensual,12,2,2,9,call_center,0.6923076923076923,0.445,9.99,0.7684615384615385,19.98,0,0,0,1
21,estandar,tarjeta_debito,anual,27,3,3,5,redes_sociales,0.17857142857142858,0.5325,9.99,0.3567857142857143,29.97,0,0,0,1
14,estandar,tarjeta_credito,anual,3,3,3,5,call_center,1.25,0.195,9.99,2.4975,29.97,0,0,0,0
22,estandar,tarjeta_debito,anual,27,3,1,8,call_center,0.2857142857142857,0.535,9.99,0.3567857142857143,9.99,0,0,0,0
25,estandar,transferencia_bancaria,mensual,15,3,3,6,call_center,0.375,0.3825,9.99,0.624375,29.97,0,0,0,1
39,basico,transferencia_bancaria,mensual,20,2,2,5,call_center,0.23809523809523808,0.5441666666666667,4.99,0.23761904761904762,9.98,0,0,0,0
0,premium,tarjeta_debito,anual,23,3,3,3,call_center,0.125,0.4266666666666667,14.99,0.6245833333333334,44.97,0,1,0,1
32,premium,transferencia_bancaria,anual,22,0,3,0,referido,0.0,0.6733333333333333,14.99,0.6517391304347826,44.97,0,0,0,0
11,basico,tarjeta_debito,mensual,8,1,1,2,call_center,0.2222222222222222,0.37416666666666665,4.99,0.5544444444444445,4.99,0,0,0,1
23,estandar,efectivo,mensual,9,1,2,1,web,0.1,0.4175,9.99,0.999,19.98,0,0,0,1
17,basico,tarjeta_debito,mensual,28,2,2,5,call_center,0.1724137931034483,0.5958333333333333,4.99,0.17206896551724138,9.98,0,0,0,0
36,estandar,tarjeta_debito,anual,22,0,0,2,referido,0.08695652173913043,0.6833333333333333,9.99,0.43434782608695655,0.0,0,0,0,0
39,estandar,tarjeta_debito,mensual,4,0,2,3,call_center,0.6,0.4508333333333333,9.99,1.998,19.98,0,0,0,0
18,estandar,tarjeta_credito,mensual,3,1,0,3,call_center,0.75,0.325,9.99,2.4975,0.0,0,0,0,0
0,basico,tarjeta_debito,anual,16,2,0,5,referido,0.29411764705882354,0.3933333333333333,4.99,0.29352941176470587,0.0,0,0,0,0
51,basico,efectivo,mensual,29,2,1,0,call_center,0.0,0.6941666666666666,4.99,0.16633333333333333,4.99,0,0,0,1
3,premium,efectivo,mensual,26,2,2,0,redes_sociales,0.0,0.5341666666666667,14.99,0.5551851851851852,29.98,0,1,1,0
13,estandar,tarjeta_debito,mensual,2,2,1,7,referido,2.3333333333333335,0.23916666666666667,9.99,3.33,9.99,1,0,0,0
25,premium,efectivo,mensual,15,1,0,0,call_center,0.0,0.5025,14.99,0.936875,0.0,0,0,1,0
17,estandar,tarjeta_debito,anual,30,3,2,8,referido,0.25806451612903225,0.5625,9.99,0.32225806451612904,19.98,0,0,0,0
5,basico,tarjeta_debito,mensual,13,0,2,4,redes_sociales,0.2857142857142857,0.48583333333333334,4.99,0.35642857142857143,9.98,0,1,0,0
58,basico,tarjeta_debito,mensual,15,1,0,6,call_center,0.375,0.585,4.99,0.311875,0.0,0,0,0,0
10,estandar,efectivo,anual,25,1,0,8,call_center,0.3076923076923077,0.5983333333333334,9.99,0.38423076923076926,0.0,0,0,0,0
47,premium,transferencia_bancaria,mensual,7,0,1,5,web,0.625,0.5108333333333333,14.99,1.87375,14.99,0,0,1,0
10,basico,tarjeta_credito,mensual,25,1,1,0,redes_sociales,0.0,0.5983333333333334,4.99,0.19192307692307692,4.99,0,0,0,0
27,premium,transferencia_bancaria,mensual,15,3,0,8,web,0.5,0.3875,14.99,0.936875,0.0,0,0,1,0
24,estandar,efectivo,anual,28,2,1,5,referido,0.1724137931034483,0.6133333333333333,9.99,0.34448275862068967,9.99,0,0,0,0
18,estandar,transferencia_bancaria,mensual,26,3,2,6,redes_sociales,0.2222222222222222,0.5116666666666667,9.99,0.37,19.98,0,0,0,0
19,basico,efectivo,anual,25,0,2,1,referido,0.038461538461538464,0.6808333333333334,4.99,0.19192307692307692,9.98,0,0,0,0
36,estandar,tarjeta_debito,mensual,12,1,1,7,call_center,0.5384615384615384,0.49,9.99,0.7684615384615385,9.99,0,0,0,0
54,premium,tarjeta_credito,mensual,6,1,0,39,web,5.571428571428571,0.455,14.99,2.1414285714285715,0.0,1,0,1,0
5,estandar,transferencia_bancaria,mensual,0,0,0,9,call_center,9.0,0.3125,9.99,9.99,0.0,1,0,0,0
60,estandar,efectivo,anual,15,3,1,7,referido,0.4375,0.47,9.99,0.624375,9.99,0,0,0,0
