antiguedad,plan,metodo_pago,facturas_impagas,frecuencia_uso,tickets_soporte,tipo_contrato,cambios_plan,canal_adquisicion,churn
27,basico,transferencia_bancaria,-1.0,15.0,10.0,mensual,1,call_center,1
55,estandar,efectivo,2.0,9.0,7.0,mensual,3,redes_sociales,1
60,estandar,tarjeta_debito,0.0,15.0,,mensual,3,call_center,0
21,basico,transferencia_bancaria,3.0,29.0,5.0,anual,2,redes_sociales,0
35,premium,tarjeta_debito,3.0,12.0,4.0,mensual,1,referido,1
44,estandar,tarjeta_credito,3.0,11.0,9.0,mensual,1,web,0
46,premium,tarjeta_credito,1.0,11.0,6.0,mensual,3,web,0
59,basico,transferencia_bancaria,1.0,16.0,3.0,mensual,2,redes_sociales,1
27,estandar,,3.0,12.0,5.0,anual,-1,web,1
6,estandar,tarjeta_credito,0.0,100.0,,mensual,0,web,0
5,estandar,transferencia_bancaria,0.0,5.0,6.0,mensual,2,web,0
31,estandar,tarjeta_credito,0.0,9.0,9.0,mensual,3,call_center,0
50,estandar,tarjeta_credito,0.0,24.0,3.0,mensual,3,redes_sociales,0
27,vip,tarjeta_debito,0.0,4.0,22.0,anual,0,redes_sociales,0
12,basico,tarjeta_debito,2.0,5.0,8.0,mensual,2,web,1
53,premium,transferencia_bancaria,1.0,21.0,84.0,mensual,2,redes_sociales,1
35,basico,tarjeta_debito,1.0,17.0,47.0,anual,1,web,0
44,estandar,efectivo,2.0,,9.0,mensual,10,call_center,0
50,estandar,tarjeta_credito,,6.0,3.0,anual,1,call_center,1
13,estandar,tarjeta_credito,0.0,19.0,3.0,mensual,0,web,0
44,estandar,transferencia_bancaria,3.0,,6.0,mensual,3,,1
4,premium,tarjeta_credito,3.0,14.0,8.0,mensual,0,referido,0
19,basico,tarjeta_credito,-1.0,19.0,8.0,mensual,3,referido,0
42,basico,,20.0,4.0,5.0,mensual,3,redes_sociales,0
4,premium,tarjeta_credito,0.0,29.0,8.0,mensual,3,web,0
51,standard,tarjeta_debito,3.0,30.0,3.0,mensual,0,web,0
13,basico,transferencia_bancaria,3.0,3.0,6.0,mensual,3,web,1
21,basico,tarjeta_debito,2.0,,2.0,mensual,0,referido,0
6,estandar,tarjeta_credito,,6.0,7.0,mensual,0,referido,1
49,basico,tarjeta_debito,0.0,18.0,4.0,mensual,2,referido,0
23,estandar,efectivo,0.0,14.0,29.0,mensual,0,referido,0
50,estandar,efectivo,0.0,0.0,10.0,anual,15,,0
7,basico,,,6.0,0.0,mensual,15,web,0
4,basico,efectivo,2.0,,9.0,mensual,1,web,0
6,basico,tarjeta_debito,0.0,24.0,7.0,mensual,2,call_center,0
56,estandar,transferencia_bancaria,1.0,,77.0,mensual,0,referido,0
30,basico,tarjeta_credito,,,79.0,mensual,2,web,0
4,estandar,tarjeta_debito,1.0,16.0,,mensual,3,web,1
40,basico,tarjeta_debito,,,8.0,anual,0,call_center,0
20,premium,transferencia_bancaria,1.0,18.0,1.0,mensual,1,redes_sociales,0
1,estandar,transferencia_bancaria,3.0,15.0,,mensual,1,web,1
57,estandar,transferencia_bancaria,2.0,7.0,6.0,mensual,3,redes_sociales,1
57,premium,tarjeta_credito,1.0,,,mensual,1,referido,0
46,premium,,,18.0,9.0,mensual,2,redes_sociales,0
9,premium,tarjeta_debito,,0.0,,mensual,1,web,0
46,premium,tarjeta_credito,2.0,5.0,5.0,mensual,1,call_center,0
55,basico,,3.0,18.0,3.0,mensual,2,call_center,1
12,basico,efectivo,1.0,17.0,2.0,anual,2,web,0
36,basico,tarjeta_credito,2.0,12.0,0.0,mensual,0,referido,0
57,basico,tarjeta_credito,3.0,7.0,4.0,anual,10,redes_sociales,0
58,basico,tarjeta_credito,1.0,5.0,6.0,anual,0,referido,0
52,premium,transferencia_bancaria,2.0,24.0,10.0,anual,2,redes_sociales,0
56,estandar,tarjeta_debito,1.0,21.0,9.0,mensual,3,web,0
23,basico,efectivo,,0.0,5.0,mensual,3,call_center,1
13,estandar,efectivo,2.0,9.0,1.0,mensual,2,web,1
35,premium,transferencia_bancaria,3.0,25.0,9.0,mensual,2,,1
20,estandar,tarjeta_credito,3.0,50.0,8.0,mensual,0,call_center,0
57,estandar,tarjeta_debito,3.0,20.0,8.0,anual,1,redes_sociales,1
45,estandar,tarjeta_debito,2.0,,9.0,mensual,1,,1
49,basico,tarjeta_debito,2.0,27.0,62.0,anual,2,web,0
39,estandar,,0.0,17.0,2.0,mensual,1,web,0
30,basico,transferencia_bancaria,3.0,25.0,9.0,mensual,0,redes_sociales,0
25,premium,tarjeta_credito,2.0,30.0,10.0,mensual,2,referido,0
25,estandar,efectivo,0.0,,6.0,anual,2,redes_sociales,0
19,premium,efectivo,0.0,13.0,10.0,mensual,1,redes_sociales,0
36,estandar,,0.0,,,mensual,3,call_center,0
12,estandar,transferencia_bancaria,0.0,1.0,9.0,mensual,3,web,1
150,estandar,efectivo,3.0,30.0,9.0,anual,1,,0
53,estandar,tarjeta_debito,2.0,27.0,2.0,mensual,0,referido,0
29,premium,,0.0,16.0,5.0,mensual,1,referido,0
25,estandar,tarjeta_debito,2.0,,5.0,mensual,2,referido,1
9,estandar,transferencia_bancaria,0.0,,6.0,mensual,0,web,0
39,basico,efectivo,0.0,19.0,7.0,anual,1,referido,0
51,premium,efectivo,0.0,6.0,7.0,mensual,3,referido,0
54,premium,transferencia_bancaria,,20.0,4.0,mensual,0,call_center,0
35,premium,tarjeta_debito,2.0,12.0,13.0,mensual,1,call_center,1
120,premium,,2.0,19.0,10.0,mensual,3,referido,0
51,estandar,efectivo,0.0,11.0,5.0,anual,2,call_center,0
44,basico,transferencia_bancaria,3.0,,7.0,mensual,2,redes_sociales,1
34,estandar,efectivo,1.0,13.0,9.0,mensual,1,call_center,0
30,basico,transferencia_bancaria,3.0,24.0,9.0,mensual,1,call_center,1
43,premium,transferencia_bancaria,0.0,,0.0,anual,1,redes_sociales,0
20,estandar,tarjeta_credito,0.0,11.0,10.0,anual,2,web,0
51,estandar,tarjeta_debito,1.0,13.0,9.0,mensual,1,redes_sociales,0
53,estandar,efectivo,1.0,28.0,4.0,mensual,2,web,0
12,estandar,efectivo,,23.0,3.0,anual,3,call_center,0
17,estandar,efectivo,3.0,2.0,8.0,anual,2,referido,0
35,estandar,transferencia_bancaria,3.0,17.0,3.0,anual,0,call_center,0
25,estandar,efectivo,3.0,13.0,4.0,anual,0,,0
15,estandar,tarjeta_credito,2.0,21.0,9.0,anual,2,call_center,0
34,basico,tarjeta_credito,2.0,23.0,10.0,anual,2,referido,0
29,premium,tarjeta_debito,,23.0,10.0,mensual,3,referido,0
29,basico,efectivo,0.0,26.0,10.0,mensual,1,redes_sociales,0
19,premium,tarjeta_credito,3.0,29.0,10.0,mensual,0,referido,0
32,basico,efectivo,1.0,11.0,,anual,0,,0
47,premium,tarjeta_credito,1.0,27.0,4.0,mensual,3,redes_sociales,0
50,estandar,efectivo,1.0,16.0,6.0,mensual,2,web,1
18,premium,efectivo,1.0,20.0,9.0,mensual,3,call_center,1
20,premium,efectivo,1.0,4.0,,mensual,3,call_center,1
26,basico,,2.0,14.0,8.0,mensual,3,web,0
42,estandar,transferencia_bancaria,0.0,5.0,7.0,anual,2,redes_sociales,0
42,basico,tarjeta_credito,3.0,50.0,3.0,mensual,0,referido,0
24,estandar,efectivo,0.0,9.0,10.0,anual,3,call_center,0
31,basico,tarjeta_credito,3.0,21.0,8.0,mensual,0,call_center,1
29,basico,tarjeta_debito,3.0,13.0,5.0,mensual,2,redes_sociales,1
8,estandar,tarjeta_debito,2.0,24.0,4.0,mensual,2,referido,0
53,estandar,,3.0,11.0,4.0,anual,2,call_center,1
0,basico,tarjeta_debito,1.0,8.0,2.0,anual,1,redes_sociales,0
24,basico,tarjeta_debito,2.0,11.0,49.0,anual,0,call_center,0
7,premium,transferencia_bancaria,1.0,4.0,5.0,mensual,3,redes_sociales,0
10,estandar,tarjeta_credito,3.0,17.0,4.0,mensual,0,redes_sociales,0
14,estandar,transferencia_bancaria,0.0,25.0,8.0,mensual,0,web,0
49,estandar,tarjeta_debito,1.0,,6.0,anual,1,call_center,0
48,estandar,tarjeta_debito,2.0,10.0,,mensual,2,referido,0
34,estandar,,3.0,1.0,3.0,mensual,0,web,0
40,premium,efectivo,0.0,24.0,6.0,mensual,2,call_center,0
59,estandar,tarjeta_credito,0.0,8.0,,anual,1,web,0
39,estandar,transferencia_bancaria,1.0,2.0,1.0,mensual,1,referido,0
3,basico,efectivo,2.0,1.0,1.0,mensual,3,call_center,1
24,basico,,0.0,,10.0,mensual,3,web,1
55,estandar,tarjeta_credito,3.0,25.0,7.0,anual,2,redes_sociales,0
18,estandar,efectivo,3.0,15.0,91.0,mensual,2,redes_sociales,1
49,premium,transferencia_bancaria,0.0,,1.0,mensual,1,referido,0
51,estandar,tarjeta_debito,2.0,-1.0,8.0,mensual,3,referido,0
20,premium,efectivo,2.0,10.0,,anual,2,web,1
54,basico,tarjeta_credito,,25.0,3.0,mensual,0,call_center,1
11,premium,,0.0,26.0,5.0,mensual,2,call_center,0
55,estandar,tarjeta_credito,1.0,27.0,3.0,mensual,3,,0
53,basico,efectivo,3.0,9.0,3.0,anual,0,call_center,1
39,estandar,tarjeta_credito,3.0,28.0,5.0,mensual,0,redes_sociales,0
26,premium,transferencia_bancaria,0.0,22.0,2.0,mensual,3,web,0
16,basico,tarjeta_debito,0.0,5.0,,mensual,2,redes_sociales,0
2,estandar,tarjeta_credito,2.0,3.0,3.0,mensual,2,redes_sociales,1
28,standard,transferencia_bancaria,1.0,7.0,5.0,mensual,1,redes_sociales,1
59,premium,,2.0,25.0,,anual,1,referido,0
54,estandar,tarjeta_debito,1.0,,5.0,mensual,3,redes_sociales,0
22,basico,transferencia_bancaria,2.0,29.0,6.0,anual,1,referido,0
3,basico,tarjeta_credito,0.0,50.0,3.0,anual,0,referido,0
51,premium,tarjeta_debito,3.0,4.0,8.0,mensual,2,redes_sociales,0
44,premium,transferencia_bancaria,1.0,8.0,,anual,2,call_center,1
31,premium,tarjeta_debito,1.0,11.0,10.0,mensual,3,web,0
35,standard,,,,0.0,anual,1,call_center,0
46,premium,,0.0,12.0,0.0,anual,3,,0
56,estandar,transferencia_bancaria,3.0,20.0,,anual,2,call_center,1
57,premium,transferencia_bancaria,1.0,24.0,,mensual,3,redes_sociales,0
2,estandar,,2.0,4.0,8.0,mensual,2,redes_sociales,1
22,estandar,tarjeta_credito,,,4.0,mensual,0,web,0
20,estandar,transferencia_bancaria,3.0,28.0,2.0,mensual,3,redes_sociales,1
21,estandar,transferencia_bancaria,0.0,17.0,9.0,mensual,2,call_center,0
51,basico,transferencia_bancaria,1.0,,,anual,2,referido,0
26,premium,tarjeta_credito,0.0,8.0,5.0,mensual,0,call_center,0
44,basico,transferencia_bancaria,1.0,17.0,1.0,anual,3,web,1
13,basico,efectivo,2.0,15.0,9.0,mensual,2,redes_sociales,1
1,estandar,transferencia_bancaria,1.0,,0.0,mensual,3,call_center,1
56,basico,efectivo,3.0,17.0,0.0,mensual,1,redes_sociales,0
3,estandar,efectivo,2.0,2.0,3.0,mensual,0,referido,0
4,estandar,tarjeta_credito,,,8.0,mensual,2,redes_sociales,1
46,basico,tarjeta_debito,1.0,12.0,1.0,anual,1,,0
24,estandar,efectivo,3.0,5.0,1.0,mensual,1,redes_sociales,0
5,estandar,transferencia_bancaria,3.0,,,anual,1,,0
30,estandar,tarjeta_debito,0.0,9.0,0.0,anual,1,referido,0
120,estandar,,2.0,5.0,70.0,mensual,3,redes_sociales,1
25,premium,tarjeta_debito,3.0,,7.0,anual,1,redes_sociales,0
47,basico,transferencia_bancaria,1.0,20.0,3.0,mensual,2,redes_sociales,0
50,premium,tarjeta_debito,3.0,16.0,3.0,mensual,1,call_center,0
5,estandar,tarjeta_debito,2.0,18.0,4.0,mensual,1,,0
15,estandar,transferencia_bancaria,0.0,2.0,,mensual,1,referido,0
57,basico,tarjeta_credito,2.0,29.0,5.0,anual,2,referido,0
9,premium,tarjeta_debito,0.0,-1.0,1.0,mensual,3,call_center,0
11,basico,efectivo,0.0,21.0,8.0,mensual,3,,0
23,estandar,,3.0,18.0,69.0,mensual,3,redes_sociales,0
48,estandar,tarjeta_debito,20.0,,1.0,mensual,1,referido,0
54,estandar,tarjeta_credito,1.0,14.0,3.0,anual,1,,0
43,estandar,tarjeta_debito,0.0,13.0,,mensual,3,referido,0
25,estandar,transferencia_bancaria,1.0,25.0,4.0,mensual,2,call_center,0
15,premium,efectivo,,,6.0,mensual,1,,0
1,basico,transferencia_bancaria,3.0,,1.0,mensual,3,web,1
27,premium,tarjeta_credito,1.0,-1.0,9.0,mensual,1,referido,1
43,estandar,efectivo,3.0,24.0,7.0,anual,0,redes_sociales,1
23,basico,efectivo,3.0,28.0,2.0,anual,2,,0
22,estandar,efectivo,0.0,17.0,2.0,mensual,1,web,0
11,premium,tarjeta_debito,1.0,20.0,1.0,anual,2,referido,0
27,basico,,3.0,3.0,98.0,mensual,2,web,1
34,basico,transferencia_bancaria,2.0,27.0,5.0,mensual,3,web,1
29,premium,transferencia_bancaria,3.0,4.0,5.0,mensual,0,,1
27,basico,tarjeta_debito,2.0,11.0,5.0,anual,1,web,0
52,estandar,efectivo,1.0,10.0,9.0,mensual,1,,1
20,estandar,tarjeta_credito,3.0,28.0,10.0,anual,2,redes_sociales,0
48,basico,transferencia_bancaria,0.0,-5.0,1.0,mensual,3,referido,0
12,basico,tarjeta_credito,1.0,-5.0,2.0,anual,1,redes_sociales,0
42,estandar,tarjeta_credito,0.0,11.0,7.0,anual,1,redes_sociales,0
55,estandar,transferencia_bancaria,0.0,28.0,4.0,mensual,0,call_center,0
45,basico,efectivo,2.0,2.0,41.0,mensual,1,referido,1
36,basico,efectivo,2.0,26.0,3.0,mensual,3,referido,1
59,estandar,tarjeta_credito,3.0,14.0,8.0,mensual,2,referido,0
15,basico,efectivo,1.0,4.0,2.0,anual,0,,1
7,estandar,tarjeta_debito,1.0,-1.0,4.0,mensual,1,redes_sociales,0
34,estandar,,3.0,4.0,,mensual,0,call_center,1
11,basico,transferencia_bancaria,,50.0,10.0,mensual,3,redes_sociales,1
23,premium,transferencia_bancaria,1.0,10.0,5.0,anual,2,call_center,0
46,estandar,tarjeta_debito,,,91.0,anual,1,web,0
34,basico,tarjeta_debito,0.0,25.0,5.0,mensual,1,call_center,0
40,estandar,transferencia_bancaria,3.0,17.0,3.0,mensual,2,redes_sociales,0
16,estandar,transferencia_bancaria,3.0,23.0,,mensual,0,,0
28,premium,tarjeta_credito,1.0,22.0,8.0,mensual,3,web,0
150,estandar,tarjeta_debito,3.0,5.0,1.0,mensual,0,,0
50,premium,tarjeta_credito,0.0,10.0,3.0,anual,2,redes_sociales,0
50,estandar,transferencia_bancaria,,21.0,0.0,anual,1,referido,0
25,premium,efectivo,2.0,16.0,30.0,mensual,2,,0
12,basico,tarjeta_debito,2.0,16.0,9.0,mensual,0,redes_sociales,0
59,estandar,,1.0,29.0,,anual,0,referido,0
43,basico,efectivo,2.0,100.0,3.0,mensual,2,call_center,1
8,basico,tarjeta_credito,3.0,0.0,,anual,0,web,0
120,estandar,tarjeta_debito,,18.0,7.0,anual,1,redes_sociales,0
13,estandar,efectivo,2.0,0.0,9.0,anual,3,,1
31,premium,transferencia_bancaria,,1.0,3.0,mensual,0,web,0
27,premium,efectivo,2.0,26.0,2.0,anual,0,call_center,0
47,basico,tarjeta_debito,0.0,7.0,7.0,mensual,3,web,1
4,estandar,tarjeta_debito,2.0,4.0,3.0,mensual,0,referido,0
43,estandar,efectivo,2.0,24.0,2.0,anual,3,,0
56,estandar,tarjeta_credito,1.0,10.0,9.0,mensual,1,redes_sociales,0
58,estandar,efectivo,0.0,22.0,8.0,mensual,15,referido,0
5,estandar,,1.0,23.0,1.0,anual,0,call_center,0
35,estandar,transferencia_bancaria,1.0,16.0,0.0,anual,3,web,0
13,estandar,transferencia_bancaria,3.0,16.0,3.0,mensual,10,referido,0
50,premium,efectivo,3.0,30.0,9.0,mensual,2,referido,0
20,estandar,tarjeta_credito,0.0,2.0,4.0,mensual,0,,0
56,estandar,transferencia_bancaria,1.0,29.0,5.0,mensual,1,referido,1
2,estandar,transferencia_bancaria,1.0,6.0,0.0,anual,3,redes_sociales,0
9,estandar,tarjeta_debito,3.0,2.0,10.0,anual,0,call_center,0
1,premium,tarjeta_credito,1.0,6.0,49.0,anual,3,call_center,0
36,basico,efectivo,3.0,11.0,48.0,mensual,0,call_center,0
37,estandar,tarjeta_credito,0.0,29.0,9.0,anual,2,referido,0
49,basico,tarjeta_credito,1.0,15.0,5.0,anual,1,call_center,0
57,estandar,tarjeta_debito,-1.0,5.0,10.0,anual,3,referido,0
48,estandar,,1.0,12.0,8.0,anual,1,web,0
44,estandar,efectivo,3.0,27.0,3.0,anual,3,redes_sociales,0
150,estandar,,1.0,25.0,7.0,anual,3,call_center,0
33,estandar,efectivo,1.0,,4.0,anual,2,referido,0
15,estandar,transferencia_bancaria,2.0,9.0,3.0,mensual,3,web,0
50,basico,tarjeta_credito,2.0,-1.0,3.0,mensual,3,web,1
42,estandar,tarjeta_debito,0.0,0.0,,mensual,2,,0
20,estandar,tarjeta_debito,0.0,16.0,2.0,anual,2,web,0
35,estandar,tarjeta_credito,2.0,15.0,0.0,mensual,0,call_center,0
22,estandar,tarjeta_credito,,24.0,8.0,mensual,3,web,0
59,estandar,efectivo,0.0,16.0,7.0,mensual,2,redes_sociales,0
0,basico,tarjeta_debito,3.0,3.0,6.0,anual,1,call_center,1
56,estandar,tarjeta_debito,0.0,12.0,5.0,mensual,1,referido,0
10,basico,transferencia_bancaria,3.0,8.0,4.0,mensual,2,redes_sociales,0
35,premium,tarjeta_debito,1.0,8.0,0.0,mensual,2,call_center,0
54,estandar,transferencia_bancaria,0.0,14.0,8.0,mensual,2,redes_sociales,0
25,basico,tarjeta_credito,0.0,11.0,0.0,anual,1,,0
26,estandar,efectivo,15.0,11.0,7.0,mensual,1,,0
13,estandar,tarjeta_credito,,9.0,3.0,mensual,1,call_center,0
1,basico,transferencia_bancaria,1.0,27.0,9.0,mensual,1,call_center,0
19,basico,efectivo,3.0,-1.0,4.0,anual,1,call_center,0
37,estandar,,,11.0,5.0,anual,0,web,0
32,basico,transferencia_bancaria,1.0,16.0,6.0,anual,1,call_center,1
1,estandar,tarjeta_debito,2.0,28.0,1.0,anual,2,call_center,0
13,basico,tarjeta_credito,0.0,12.0,6.0,anual,2,referido,0
54,premium,efectivo,3.0,23.0,2.0,mensual,0,web,0
26,basico,,2.0,9.0,9.0,anual,0,call_center,0
18,estandar,tarjeta_credito,,28.0,8.0,mensual,2,referido,0
59,estandar,tarjeta_debito,0.0,19.0,93.0,anual,2,web,0
0,estandar,transferencia_bancaria,1.0,26.0,4.0,anual,1,referido,0
30,estandar,transferencia_bancaria,0.0,30.0,0.0,mensual,1,referido,0
56,vip,transferencia_bancaria,2.0,28.0,,mensual,2,web,1
55,estandar,efectivo,2.0,30.0,,mensual,1,redes_sociales,0
15,estandar,efectivo,3.0,22.0,0.0,anual,0,call_center,1
33,basico,,3.0,25.0,0.0,anual,3,call_center,0
34,estandar,tarjeta_credito,1.0,3.0,9.0,mensual,3,referido,1
19,premium,,15.0,1.0,0.0,mensual,2,web,0
37,basico,transferencia_bancaria,3.0,5.0,0.0,mensual,2,referido,1
4,basico,tarjeta_debito,2.0,13.0,6.0,mensual,0,referido,0
60,estandar,efectivo,2.0,12.0,6.0,mensual,3,call_center,1
25,estandar,tarjeta_credito,,24.0,10.0,anual,3,redes_sociales,0
41,premium,,2.0,,1.0,mensual,2,redes_sociales,1
31,basico,tarjeta_credito,1.0,29.0,3.0,mensual,1,referido,0
18,basico,tarjeta_credito,0.0,,8.0,mensual,2,redes_sociales,0
10,estandar,tarjeta_credito,0.0,23.0,9.0,mensual,2,web,0
14,estandar,transferencia_bancaria,3.0,7.0,4.0,anual,1,redes_sociales,0
-1,basico,efectivo,1.0,16.0,1.0,mensual,3,,0
40,estandar,efectivo,1.0,28.0,4.0,mensual,3,call_center,0
9,estandar,transferencia_bancaria,1.0,22.0,7.0,mensual,0,,0
18,basico,,0.0,25.0,0.0,mensual,0,redes_sociales,1
52,estandar,tarjeta_debito,0.0,17.0,9.0,anual,0,referido,0
50,basico,tarjeta_debito,1.0,,,mensual,3,referido,0
57,premium,efectivo,,30.0,,mensual,3,redes_sociales,0
24,basico,tarjeta_debito,15.0,24.0,5.0,anual,0,redes_sociales,0
14,premium,tarjeta_debito,2.0,,7.0,mensual,0,referido,1
4,basico,tarjeta_debito,1.0,4.0,,mensual,2,web,0
-1,basico,tarjeta_debito,0.0,30.0,4.0,mensual,2,web,0
30,estandar,tarjeta_debito,3.0,100.0,8.0,mensual,2,redes_sociales,1
23,premium,tarjeta_credito,0.0,8.0,3.0,mensual,2,,0
13,basico,efectivo,1.0,0.0,8.0,anual,3,redes_sociales,0
15,basico,efectivo,3.0,15.0,10.0,mensual,10,call_center,1
37,estandar,tarjeta_debito,1.0,12.0,,mensual,2,web,0
24,estandar,transferencia_bancaria,3.0,30.0,,anual,2,web,1
10,estandar,,2.0,11.0,4.0,mensual,3,redes_sociales,1
-1,basico,tarjeta_credito,,25.0,3.0,mensual,15,referido,0
17,basico,tarjeta_debito,2.0,5.0,6.0,mensual,0,call_center,1
30,premium,tarjeta_credito,20.0,2.0,5.0,mensual,3,call_center,0
45,estandar,tarjeta_debito,1.0,15.0,10.0,mensual,1,web,1
-1,basico,efectivo,0.0,,4.0,anual,2,,0
27,estandar,efectivo,,29.0,3.0,mensual,0,call_center,1
26,basico,efectivo,1.0,6.0,3.0,anual,2,web,0
56,basico,tarjeta_debito,1.0,29.0,6.0,mensual,0,referido,0
11,estandar,tarjeta_debito,3.0,5.0,5.0,mensual,3,web,0
37,basico,tarjeta_credito,,14.0,9.0,mensual,2,referido,0
43,premium,efectivo,0.0,14.0,4.0,mensual,1,call_center,0
52,basico,efectivo,2.0,4.0,5.0,mensual,2,web,0
44,basico,transferencia_bancaria,2.0,2.0,6.0,mensual,0,call_center,0
5,basico,efectivo,1.0,0.0,7.0,anual,10,redes_sociales,0
1,estandar,efectivo,2.0,12.0,2.0,mensual,1,referido,0
13,estandar,tarjeta_debito,,18.0,,anual,1,call_center,0
59,estandar,,2.0,27.0,1.0,anual,2,web,0
19,estandar,tarjeta_debito,3.0,15.0,7.0,mensual,-1,referido,1
9,basico,tarjeta_debito,3.0,,8.0,anual,3,redes_sociales,0
56,estandar,transferencia_bancaria,,19.0,8.0,mensual,0,web,0
57,estandar,,1.0,-1.0,,mensual,2,web,0
5,premium,tarjeta_debito,2.0,4.0,10.0,mensual,3,,0
19,premium,transferencia_bancaria,0.0,14.0,4.0,anual,0,call_center,0
12,estandar,tarjeta_credito,1.0,28.0,8.0,mensual,0,referido,0
22,basico,,1.0,18.0,0.0,anual,3,web,0
11,estandar,transferencia_bancaria,3.0,30.0,9.0,mensual,0,referido,0
3,basico,,3.0,28.0,7.0,mensual,0,referido,0
13,estandar,tarjeta_debito,3.0,1.0,4.0,mensual,2,redes_sociales,0
22,basico,efectivo,2.0,8.0,5.0,anual,3,call_center,1
45,premium,transferencia_bancaria,1.0,10.0,4.0,mensual,3,web,0
55,estandar,efectivo,2.0,26.0,1.0,mensual,0,web,1
34,basico,tarjeta_debito,1.0,14.0,32.0,mensual,3,,1
19,estandar,tarjeta_credito,0.0,14.0,7.0,anual,0,referido,0
32,premium,,,16.0,1.0,mensual,1,redes_sociales,0
11,estandar,transferencia_bancaria,2.0,24.0,2.0,mensual,1,,0
58,estandar,transferencia_bancaria,1.0,8.0,7.0,mensual,10,web,0
50,estandar,,3.0,11.0,10.0,mensual,0,referido,1
15,premium,efectivo,0.0,2.0,3.0,mensual,2,redes_sociales,1
8,basico,efectivo,0.0,15.0,4.0,mensual,0,call_center,1
26,estandar,tarjeta_debito,,1.0,5.0,anual,0,referido,0
4,estandar,transferencia_bancaria,2.0,28.0,3.0,mensual,1,referido,1
58,premium,tarjeta_credito,3.0,7.0,,mensual,1,call_center,0
48,premium,efectivo,1.0,13.0,5.0,mensual,0,web,0
52,basico,transferencia_bancaria,0.0,25.0,9.0,mensual,1,redes_sociales,0
35,basico,transferencia_bancaria,,20.0,6.0,anual,1,referido,0
49,estandar,efectivo,3.0,8.0,1.0,mensual,2,referido,1
52,estandar,tarjeta_debito,,3.0,94.0,anual,2,web,1
47,basico,,1.0,28.0,0.0,anual,1,referido,0
48,estandar,tarjeta_debito,2.0,17.0,8.0,anual,1,web,1
8,basico,tarjeta_debito,0.0,,7.0,anual,2,referido,0
22,estandar,tarjeta_credito,0.0,12.0,9.0,anual,2,,0
35,estandar,efectivo,2.0,24.0,5.0,mensual,1,web,1
3,estandar,tarjeta_credito,1.0,5.0,1.0,mensual,1,referido,1
35,basico,efectivo,3.0,7.0,10.0,mensual,3,redes_sociales,1
150,premium,transferencia_bancaria,2.0,2.0,9.0,mensual,2,redes_sociales,1
19,estandar,tarjeta_debito,1.0,7.0,10.0,mensual,1,referido,0
22,basico,transferencia_bancaria,1.0,4.0,9.0,mensual,3,web,1
16,estandar,efectivo,1.0,16.0,4.0,anual,2,,0
14,basico,tarjeta_debito,0.0,29.0,0.0,mensual,0,referido,0
35,basico,efectivo,2.0,19.0,4.0,mensual,0,redes_sociales,0
30,basico,tarjeta_debito,0.0,15.0,4.0,anual,1,redes_sociales,0
57,premium,transferencia_bancaria,0.0,9.0,10.0,mensual,2,call_center,0
29,estandar,tarjeta_credito,2.0,26.0,5.0,anual,2,web,1
52,basico,efectivo,2.0,21.0,2.0,mensual,1,referido,0
6,premium,tarjeta_credito,0.0,13.0,,mensual,2,redes_sociales,0
46,premium,transferencia_bancaria,1.0,27.0,,mensual,0,,0
20,basico,transferencia_bancaria,3.0,23.0,3.0,mensual,2,call_center,1
53,estandar,,0.0,0.0,3.0,mensual,2,web,1
43,estandar,efectivo,2.0,23.0,,mensual,2,referido,0
39,premium,,0.0,29.0,,anual,2,call_center,0
34,basico,transferencia_bancaria,1.0,23.0,5.0,mensual,1,referido,0
21,basico,transferencia_bancaria,3.0,30.0,10.0,mensual,1,referido,1
54,estandar,transferencia_bancaria,0.0,4.0,4.0,mensual,1,referido,0
6,basico,tarjeta_debito,2.0,7.0,1.0,mensual,2,referido,1
10,premium,tarjeta_credito,1.0,6.0,0.0,mensual,2,call_center,0
49,estandar,tarjeta_credito,3.0,,7.0,mensual,3,,0
15,estandar,tarjeta_credito,2.0,19.0,1.0,mensual,3,call_center,1
0,basico,transferencia_bancaria,2.0,24.0,0.0,anual,3,call_center,0
150,basico,tarjeta_credito,3.0,0.0,2.0,mensual,1,web,0
24,estandar,transferencia_bancaria,3.0,10.0,2.0,anual,0,redes_sociales,0
5,basico,tarjeta_debito,0.0,3.0,,mensual,3,web,1
6,estandar,tarjeta_debito,0.0,1.0,7.0,anual,1,web,0
48,basico,transferencia_bancaria,,0.0,7.0,mensual,0,web,1
31,premium,tarjeta_credito,3.0,,9.0,mensual,3,web,0
35,basico,efectivo,3.0,18.0,5.0,mensual,3,,1
4,basico,tarjeta_credito,2.0,0.0,6.0,mensual,3,web,1
58,estandar,efectivo,0.0,2.0,5.0,mensual,0,referido,0
56,estandar,transferencia_bancaria,0.0,25.0,6.0,mensual,3,web,0
45,basico,tarjeta_debito,3.0,22.0,5.0,mensual,1,call_center,0
57,basico,,,25.0,2.0,mensual,2,redes_sociales,0
42,basico,tarjeta_credito,0.0,10.0,45.0,mensual,1,web,0
2,premium,tarjeta_credito,2.0,,5.0,mensual,0,call_center,0
46,basico,efectivo,0.0,25.0,1.0,mensual,0,call_center,0
44,premium,efectivo,0.0,19.0,0.0,anual,1,call_center,0
